sample_id,event_index,cell_type
003,36274,Gra
003,36275,Lym
003,36277,Gra
003,36278,Gra
003,36279,Gra
003,36280,Gra
003,36281,F
003,36282,F
003,36284,Gra
003,36285,F
003,36286,F
003,36287,F
003,36288,G
003,36289,Gra
003,36290,Lym
003,36292,F
003,36293,Gra
003,36294,F
003,36295,F
003,36296,G
003,36297,H
003,36298,C
003,36300,C
003,36301,C
003,36303,F
003,36304,Gra
003,36306,C
003,36308,Gra
003,36310,Gra
003,36311,Gra
003,36312,Gra
003,36313,Gra
003,36314,F
003,36315,F
003,36316,H
003,36317,Gra
003,36318,F
003,36319,Lym
003,36320,F
003,36322,Gra
003,36324,Gra
003,36325,Gra
003,36327,Gra
003,36329,C
003,36330,C
003,36331,Lym
003,36332,Gra
003,36333,Gra
003,36334,Gra
003,36335,G
003,36336,F
003,36337,C
003,36339,Gra
003,36340,F
003,36341,F
003,36342,F
003,36344,F
003,36345,Gra
003,36346,Gra
003,36347,Lym
003,36352,Gra
003,36353,H
003,36354,F
003,36355,H
003,36357,Lym
003,36359,Gra
003,36361,H
003,36362,Lym
003,36363,Gra
003,36364,Gra
003,36365,H
003,36366,Gra
003,36368,Gra
003,36369,Gra
003,36371,Gra
003,36372,Gra
003,36373,Gra
003,36374,F
003,36377,Gra
003,36378,Gra
003,36379,Lym
003,36380,F
003,36381,F
003,36383,H
003,36384,Gra
003,36385,Gra
003,36386,F
003,36387,Lym
003,36390,Gra
003,36391,C
003,36392,C
003,36393,F
003,36395,Gra
003,36396,Lym
003,36397,H
003,36398,Gra
003,36399,Gra
003,36400,Gra
003,36401,C
003,36402,Lym
003,36404,Gra
003,36408,Lym
003,36409,F
003,36410,F
003,36411,Lym
003,36412,Gra
003,36416,F
003,36417,Gra
003,36419,Gra
003,36420,C
003,36421,C
003,36422,Gra
003,36423,Lym
003,36425,G
003,36427,Mono
003,36428,Gra
003,36430,Gra
003,36434,F
003,36436,Lym
003,36438,Gra
003,36442,G
003,36443,H
003,36444,Gra
003,36445,C
003,36447,H
003,36450,Gra
003,36451,Gra
003,36453,F
003,36454,F
003,36455,Gra
003,36457,Lym
003,36458,Gra
003,36459,C
003,36460,Lym
003,36461,F
003,36462,C
003,36463,Gra
003,36465,F
003,36468,Gra
003,36469,Gra
003,36470,H
003,36471,H
003,36474,Gra
003,36477,Gra
003,36478,F
003,36479,Lym
003,36480,Gra
003,36484,Gra
003,36486,G
003,36487,Gra
003,36488,Gra
003,36489,Lym
003,36491,F
003,36492,Gra
003,36493,Lym
003,36494,Gra
003,36495,Gra
003,36496,Gra
003,36497,F
003,36498,Lym
003,36499,C
003,36501,Gra
003,36502,Gra
003,36504,F
003,36507,F
003,36509,Gra
003,36510,F
003,36513,Gra
003,36514,F
003,36516,F
003,36517,Gra
003,36518,C
003,36520,Gra
003,36521,F
003,36523,Gra
003,36524,Lym
003,36525,Lym
003,36526,Gra
003,36529,F
003,36530,Gra
003,36532,Gra
003,36533,Lym
003,36535,Gra
003,36537,Gra
003,36538,Gra
003,36542,Lym
003,36543,F
003,36545,Gra
003,36546,F
003,36547,H
003,36549,F
003,36551,Lym
003,36552,C
003,36553,F
003,36554,F
003,36555,Lym
003,36556,H
003,36557,F
003,36558,Gra
003,36559,Gra
003,36560,Gra
003,36561,F
003,36562,F
003,36563,Gra
003,36565,Gra
003,36569,Gra
003,36570,Gra
003,36571,Gra
003,36572,Mono
003,36574,Gra
003,36576,Lym
003,36577,Gra
003,36578,C
003,36580,Gra
003,36581,F
003,36582,C
003,36584,G
003,36585,H
003,36586,Lym
003,36587,Gra
003,36591,C
003,36593,C
003,36594,C
003,36596,Lym
003,36598,F
003,36599,Lym
003,36602,Gra
003,36603,C
003,36605,Gra
003,36606,F
003,36607,H
003,36608,Gra
003,36610,Gra
003,36611,G
003,36613,G
003,36614,F
003,36616,Gra
003,36617,F
003,36618,Gra
003,36620,G
003,36621,Gra
003,36623,Gra
003,36624,H
003,36625,Gra
003,36626,Gra
003,36627,Gra
003,36629,Gra
003,36630,Gra
003,36631,C
003,36634,F
003,36635,F
003,36637,C
003,36638,Gra
003,36640,F
003,36641,F
003,36642,Lym
003,36644,Gra
003,36645,F
003,36646,H
003,36647,Gra
003,36649,Lym
003,36650,F
003,36651,G
003,36652,C
003,36653,C
003,36654,Lym
003,36655,C
003,36656,G
003,36658,Gra
003,36659,Gra
003,36660,F
003,36661,H
003,36662,F
003,36663,Gra
003,36664,C
003,36665,Gra
003,36666,F
003,36668,C
003,36670,Gra
003,36673,Gra
003,36674,Gra
003,36675,Gra
003,36676,Gra
003,36677,Gra
003,36678,F
003,36679,Gra
003,36680,H
003,36681,C
003,36682,Gra
003,36683,F
003,36686,C
003,36687,F
003,36689,Gra
003,36691,H
003,36692,C
003,36695,F
003,36696,Gra
003,36697,Lym
003,36698,F
003,36699,C
003,36700,Gra
003,36702,F
003,36703,F
003,36704,Gra
003,36708,Lym
003,36711,Gra
003,36712,Lym
003,36715,Gra
003,36716,Gra
003,36717,C
003,36718,F
003,36719,Lym
003,36720,Gra
003,36721,Gra
003,36722,F
003,36723,H
003,36724,F
003,36725,Gra
003,36726,C
003,36729,F
003,36730,H
003,36733,F
003,36734,Lym
003,36735,F
003,36736,Lym
003,36737,Gra
003,36738,F
003,36739,Gra
003,36741,C
003,36744,F
003,36746,C
003,36747,Lym
003,36748,C
003,36749,Gra
003,36750,Gra
003,36751,F
003,36752,F
003,36753,Gra
003,36754,C
003,36755,C
003,36756,Gra
003,36757,Gra
003,36758,F
003,36759,F
003,36760,Gra
003,36761,Gra
003,36762,F
003,36764,Gra
003,36765,F
003,36768,C
003,36770,Gra
003,36771,H
003,36772,Gra
003,36773,Lym
003,36774,C
003,36777,Gra
003,36778,Gra
003,36780,Gra
003,36781,Lym
003,36782,Gra
003,36783,F
003,36785,C
003,36786,Lym
003,36788,Lym
003,36789,F
003,36790,H
003,36791,G
003,36793,Gra
003,36795,F
003,36796,Gra
003,36798,C
003,36799,Gra
003,36800,F
003,36803,Gra
003,36805,Gra
003,36806,Gra
003,36807,F
003,36809,Gra
003,36810,Gra
003,36811,F
003,36812,Gra
003,36815,H
003,36822,F
003,36823,Gra
003,36825,Gra
003,36826,F
003,36828,Gra
003,36829,F
003,36830,F
003,36831,Gra
003,36832,Gra
003,36833,F
003,36834,H
003,36835,Gra
003,36836,C
003,36837,Gra
003,36838,Lym
003,36839,Gra
003,36840,Gra
003,36842,Gra
003,36843,F
003,36845,G
003,36846,Gra
003,36847,Gra
003,36848,Gra
003,36849,Gra
003,36851,F
003,36852,Gra
003,36853,H
003,36854,F
003,36855,Gra
003,36856,Lym
003,36858,Gra
003,36859,Gra
003,36861,Gra
003,36863,Gra
003,36864,Lym
003,36865,Gra
003,36867,H
003,36868,Lym
003,36869,H
003,36870,Gra
003,36871,Gra
003,36872,Gra
003,36873,Gra
003,36874,F
003,36875,F
003,36876,Lym
003,36877,Gra
003,36878,F
003,36879,F
003,36880,F
003,36881,Gra
003,36882,Lym
003,36884,Gra
003,36886,Mono
003,36887,Gra
003,36888,Gra
003,36889,F
003,36890,C
003,36891,F
003,36892,Gra
003,36894,Gra
003,36895,Mono
003,36897,Gra
003,36899,F
003,36900,F
003,36901,F
003,36902,F
003,36903,H
003,36904,Gra
003,36908,Mono
003,36910,Lym
003,36911,H
003,36912,C
003,36914,Lym
003,36916,H
003,36918,F
003,36919,Gra
003,36920,Mono
003,36921,Lym
003,36922,C
003,36923,Lym
003,36927,F
003,36929,G
003,36933,F
003,36934,H
003,36935,F
003,36936,H
003,36937,F
003,36938,F
003,36940,F
003,36943,Gra
003,36946,Gra
003,36948,Gra
003,36950,Lym
003,36951,Gra
003,36952,H
003,36953,Lym
003,36954,C
003,36955,G
003,36956,Gra
003,36957,C
003,36958,Lym
003,36959,Gra
003,36960,Lym
003,36961,Gra
003,36962,F
003,36964,F
003,36969,Lym
003,36970,Gra
003,36971,F
003,36973,F
003,36975,F
003,36976,Gra
003,36977,Gra
003,36978,Lym
003,36979,Gra
003,36981,H
003,36983,Lym
003,36984,H
003,36986,Gra
003,36989,Gra
003,36991,F
003,36992,Gra
003,36993,F
003,36994,F
003,36996,C
003,36997,C
003,36998,F
003,36999,F
003,37002,Gra
003,37003,Gra
003,37005,Gra
003,37006,Lym
003,37007,Gra
003,37008,F
003,37009,C
003,37013,Gra
003,37014,C
003,37015,F
003,37017,F
003,37018,Lym
003,37019,Gra
003,37021,Lym
003,37023,C
003,37025,Lym
003,37026,Gra
003,37027,Gra
003,37028,G
003,37029,C
003,37030,C
003,37031,Lym
003,37033,C
003,37034,Gra
003,37037,Gra
003,37039,Gra
003,37040,G
003,37041,F
003,37043,Gra
003,37045,F
003,37049,Gra
003,37050,Gra
003,37051,Gra
003,37052,F
003,37053,Gra
003,37054,F
003,37055,F
003,37059,C
003,37061,Gra
003,37062,F
003,37063,Gra
003,37064,F
003,37065,Lym
003,37066,F
003,37067,Gra
003,37068,F
003,37070,F
003,37071,F
003,37073,Lym
003,37074,Gra
003,37075,F
003,37076,Gra
003,37078,Mono
003,37079,F
003,37080,Gra
003,37081,F
003,37082,H
003,37083,C
003,37085,Gra
003,37087,Lym
003,37088,F
003,37089,F
003,37090,F
003,37092,Gra
003,37094,C
003,37095,C
003,37097,C
003,37098,C
003,37099,Gra
003,37100,F
003,37101,C
003,37103,G
003,37105,H
003,37106,F
003,37109,F
003,37110,F
003,37112,Gra
003,37113,Lym
003,37114,Gra
003,37115,Gra
003,37117,Gra
003,37118,C
003,37119,F
003,37122,C
003,37123,F
003,37124,F
003,37125,H
003,37128,Gra
003,37129,F
003,37130,Gra
003,37132,F
003,37133,Gra
003,37134,H
003,37135,H
003,37136,F
003,37137,C
003,37139,Gra
003,37140,Gra
003,37143,F
003,37144,G
003,37145,Gra
003,37146,Gra
003,37147,F
003,37148,F
003,37150,Gra
003,37151,Gra
003,37153,F
003,37157,F
003,37158,Gra
003,37159,C
003,37160,F
003,37161,Gra
003,37162,Gra
003,37164,H
003,37166,Lym
003,37167,Gra
003,37169,F
003,37170,C
003,37171,Gra
003,37172,C
003,37173,H
003,37176,Gra
003,37177,F
003,37178,Lym
003,37180,F
003,37181,H
003,37182,Lym
003,37185,Gra
003,37186,Gra
003,37188,Gra
003,37189,G
003,37190,C
003,37191,G
003,37192,Gra
003,37193,Lym
003,37194,Gra
003,37196,Gra
003,37197,Lym
003,37199,Gra
003,37202,Gra
003,37203,F
003,37205,Gra
003,37208,Gra
003,37209,H
003,37210,F
003,37214,Lym
003,37216,Gra
003,37217,F
003,37218,Gra
003,37219,Gra
003,37223,Gra
003,37225,Gra
003,37227,F
003,37228,C
003,37229,Gra
003,37230,F
003,37232,C
003,37233,Gra
003,37234,F
003,37237,Gra
003,37238,Gra
003,37242,Lym
003,37245,F
003,37246,Gra
003,37247,Gra
003,37248,Gra
003,37249,F
003,37250,C
003,37252,Gra
003,37254,Gra
003,37255,C
003,37257,G
003,37258,H
003,37259,C
003,37260,Gra
003,37261,Gra
003,37262,G
003,37264,C
003,37266,F
003,37268,F
003,37270,C
003,37271,Gra
003,37272,F
003,37273,H
003,37274,Gra
003,37275,C
003,37276,Gra
003,37277,Gra
003,37279,Gra
003,37281,Gra
003,37283,C
003,37284,F
003,37286,Gra
003,37287,F
003,37288,F
003,37289,Lym
003,37290,Lym
003,37291,Gra
003,37293,Gra
003,37295,Gra
003,37296,Gra
003,37297,Gra
003,37298,Gra
003,37299,F
003,37300,Gra
003,37301,G
003,37305,F
003,37307,F
003,37308,F
003,37309,Lym
003,37311,Gra
003,37313,Lym
003,37315,F
003,37316,G
003,37317,Gra
003,37318,Gra
003,37319,G
003,37320,F
003,37321,Gra
003,37323,Lym
003,37324,Gra
003,37326,Gra
003,37328,F
003,37329,Gra
003,37331,F
003,37337,Lym
003,37338,C
003,37339,Gra
003,37343,Lym
003,37344,G
003,37345,F
003,37346,Gra
003,37347,G
003,37348,Gra
003,37349,F
003,37350,Gra
003,37351,G
003,37352,C
003,37354,Lym
003,37355,H
003,37356,Lym
003,37359,F
003,37361,F
003,37363,H
003,37364,Gra
003,37365,F
003,37366,Gra
003,37367,C
003,37369,Gra
003,37370,Gra
003,37371,Gra
003,37372,Lym
003,37373,F
003,37374,Gra
003,37377,Gra
003,37378,H
003,37379,Gra
003,37380,Lym
003,37381,H
003,37382,Lym
003,37383,Gra
003,37385,Gra
003,37386,Gra
003,37387,Gra
003,37388,Gra
003,37390,F
003,37391,F
003,37392,F
003,37393,F
003,37395,Gra
003,37396,Gra
003,37398,Gra
003,37400,Lym
003,37401,F
003,37402,Gra
003,37404,F
003,37405,Lym
003,37407,Gra
003,37409,Gra
003,37413,C
003,37415,F
003,37417,Gra
003,37418,Lym
003,37419,Lym
003,37420,Gra
003,37421,Gra
003,37422,F
003,37424,F
003,37426,Gra
003,37427,Gra
003,37428,G
003,37430,Gra
003,37431,Gra
003,37432,F
003,37433,C
003,37434,Gra
003,37436,F
003,37439,C
003,37440,F
003,37441,Gra
003,37442,F
003,37444,Gra
003,37447,C
003,37449,Gra
003,37450,Gra
003,37452,Gra
003,37455,Gra
003,37456,C
003,37457,Gra
003,37458,Gra
003,37460,G
003,37461,G
003,37462,F
003,37463,Gra
003,37465,Lym
003,37467,F
003,37469,H
003,37470,Gra
003,37471,Lym
003,37472,Gra
003,37473,G
003,37474,C
003,37475,F
003,37476,Gra
003,37477,Gra
003,37478,Lym
003,37480,Gra
003,37482,Lym
003,37484,H
003,37485,Gra
003,37488,Lym
003,37489,Gra
003,37491,Gra
003,37492,Lym
003,37493,C
003,37494,F
003,37496,C
003,37497,Lym
003,37498,Gra
003,37500,F
003,37501,H
003,37503,F
003,37506,Gra
003,37507,F
003,37509,Lym
003,37511,Gra
003,37513,Gra
003,37514,F
003,37516,G
003,37517,F
003,37522,F
003,37523,F
003,37524,Gra
003,37525,F
003,37527,H
003,37530,F
003,37532,C
003,37533,F
003,37535,F
003,37537,Lym
003,37539,C
003,37540,Lym
003,37543,Gra
003,37545,H
003,37546,Gra
003,37547,Gra
003,37548,C
003,37549,C
003,37550,F
003,37551,Gra
003,37553,Lym
003,37554,F
003,37556,Gra
003,37557,Gra
003,37558,Gra
003,37559,C
003,37560,Lym
003,37561,Gra
003,37562,Lym
003,37564,F
003,37565,Lym
003,37566,Gra
003,37567,Lym
003,37568,Gra
003,37570,C
003,37571,Mono
003,37572,F
003,37574,Gra
003,37576,Gra
003,37577,Gra
003,37579,Gra
003,37580,F
003,37581,F
003,37582,G
003,37583,Gra
003,37584,F
003,37585,F
003,37587,Gra
003,37588,Gra
003,37589,C
003,37590,Gra
003,37595,F
003,37596,C
003,37599,Gra
003,37600,Lym
003,37601,Lym
003,37602,Gra
003,37603,Gra
003,37604,G
003,37605,G
003,37607,Gra
003,37610,Gra
003,37611,Gra
003,37615,Gra
003,37616,Gra
003,37617,Gra
003,37618,Lym
003,37619,F
003,37620,Lym
003,37621,Gra
003,37622,G
003,37629,F
003,37630,G
003,37631,Gra
003,37632,F
003,37636,F
003,37637,Gra
003,37638,Gra
003,37641,F
003,37643,F
003,37644,F
003,37646,H
003,37647,F
003,37648,F
003,37650,Lym
003,37651,F
003,37653,Gra
003,37654,Gra
003,37655,Gra
003,37657,Lym
003,37659,F
003,37660,F
003,37661,F
003,37663,Lym
003,37664,Lym
003,37667,G
003,37668,F
003,37669,Lym
003,37671,F
003,37672,Gra
003,37673,Lym
003,37674,Gra
003,37675,Gra
003,37678,F
003,37679,Gra
003,37680,Lym
003,37681,F
003,37682,F
003,37683,F
003,37684,Gra
003,37686,F
003,37687,F
003,37688,F
003,37689,Gra
003,37690,Lym
003,37692,F
003,37693,F
003,37694,Lym
003,37696,Gra
003,37697,F
003,37698,F
003,37699,F
003,37700,F
003,37701,F
003,37704,F
003,37706,F
003,37707,Gra
003,37708,F
003,37710,G
003,37711,Gra
003,37712,F
003,37713,G
003,37714,Gra
003,37715,F
003,37716,F
003,37717,F
003,37719,C
003,37720,Gra
003,37723,Gra
003,37724,F
003,37725,F
003,37729,C
003,37731,Gra
003,37732,F
003,37733,G
003,37734,F
003,37737,F
003,37738,F
003,37742,F
003,37744,Lym
003,37745,Gra
003,37746,Gra
003,37747,F
003,37748,C
003,37749,G
003,37752,Gra
003,37755,F
003,37756,G
003,37757,F
003,37759,Lym
003,37760,G
003,37761,Gra
003,37762,G
003,37763,F
003,37765,Gra
003,37766,C
003,37767,F
003,37768,G
003,37769,Gra
003,37770,F
003,37773,Mono
003,37774,F
003,37776,Gra
003,37779,Gra
003,37780,Gra
003,37781,Gra
003,37786,Lym
003,37787,Gra
003,37788,C
003,37792,F
003,37793,Gra
003,37794,Gra
003,37795,Lym
003,37798,Gra
003,37799,Lym
003,37800,Lym
003,37802,F
003,37803,F
003,37805,Gra
003,37806,Gra
003,37808,Gra
003,37809,F
003,37810,F
003,37812,Lym
003,37814,C
003,37815,F
003,37816,F
003,37817,F
003,37818,Gra
003,37819,C
003,37821,Gra
003,37825,F
003,37827,F
003,37830,Lym
003,37831,F
003,37832,C
003,37833,Gra
003,37835,Gra
003,37836,F
003,37838,Gra
003,37840,Gra
003,37841,G
003,37842,Gra
003,37843,F
003,37844,F
003,37845,F
003,37846,F
003,37847,Gra
003,37848,Gra
003,37849,Gra
003,37850,Gra
003,37851,Lym
003,37852,Lym
003,37853,F
003,37854,Gra
003,37855,Gra
003,37856,F
003,37859,C
003,37860,C
003,37861,Lym
003,37863,G
003,37864,Gra
003,37866,F
003,37868,Gra
003,37869,Gra
003,37870,Gra
003,37873,F
003,37874,Gra
003,37876,F
003,37877,G
003,37878,H
003,37879,F
003,37880,Gra
003,37881,G
003,37883,G
003,37885,F
003,37887,Gra
003,37888,G
003,37889,Gra
003,37892,Lym
003,37894,F
003,37895,C
003,37896,Gra
003,37897,F
003,37898,Gra
003,37899,F
003,37900,F
003,37901,F
003,37903,Lym
003,37904,Lym
003,37905,H
003,37906,G
003,37907,F
003,37909,F
003,37910,Gra
003,37912,F
003,37913,Gra
003,37914,Gra
003,37916,Gra
003,37919,F
003,37920,F
003,37921,Gra
003,37925,Gra
003,37926,Mono
003,37927,Gra
003,37928,Gra
003,37930,Gra
003,37933,Gra
003,37934,Gra
003,37935,F
003,37937,F
003,37939,F
003,37940,C
003,37942,Lym
003,37943,F
003,37944,F
003,37946,Gra
003,37947,Gra
003,37948,F
003,37950,Gra
003,37951,F
003,37952,C
003,37955,C
003,37956,Lym
003,37960,F
003,37961,Gra
003,37963,Gra
003,37964,H
003,37966,Gra
003,37967,F
003,37968,Gra
003,37969,G
003,37971,Gra
003,37974,F
003,37977,F
003,37978,Gra
003,37979,Gra
003,37980,Gra
003,37981,F
003,37983,F
003,37984,Gra
003,37985,Gra
003,37986,C
003,37988,G
003,37989,Gra
003,37990,Gra
003,37991,F
003,37995,C
003,37997,H
003,37998,F
003,37999,Gra
003,38000,Gra
003,38004,C
003,38005,F
003,38006,C
003,38007,Gra
003,38008,F
003,38009,Lym
003,38010,F
003,38013,Gra
003,38016,F
003,38019,F
003,38020,G
003,38022,H
003,38024,Lym
003,38026,C
003,38027,F
003,38028,Lym
003,38029,F
003,38033,Gra
003,38034,F
003,38035,F
003,38036,F
003,38040,Gra
003,38041,F
003,38042,F
003,38043,F
003,38045,F
003,38046,F
003,38048,F
003,38049,Gra
003,38050,Gra
003,38051,Gra
003,38052,F
003,38053,Gra
003,38054,C
003,38055,F
003,38056,Gra
003,38057,Gra
003,38061,F
003,38063,F
003,38064,Gra
003,38065,Mono
003,38067,Gra
003,38068,Gra
003,38070,F
003,38071,Gra
003,38072,Lym
003,38073,F
003,38075,Gra
003,38076,Gra
003,38077,Lym
003,38078,F
003,38079,Lym
003,38080,Gra
003,38082,Gra
003,38083,F
003,38084,Gra
003,38085,F
003,38087,H
003,38089,H
003,38090,F
003,38092,F
003,38093,G
003,38094,F
003,38095,Gra
003,38096,F
003,38098,F
003,38099,Gra
003,38101,F
003,38102,H
003,38103,H
003,38104,F
003,38105,Gra
003,38107,F
003,38108,F
003,38110,Gra
003,38112,F
003,38113,C
003,38115,Gra
003,38116,Lym
003,38118,Gra
003,38119,Lym
003,38120,F
003,38122,H
003,38125,Gra
003,38126,G
003,38128,Gra
003,38129,Gra
003,38131,H
003,38132,Gra
003,38133,F
003,38134,H
003,38135,Gra
003,38136,G
003,38137,Lym
003,38139,G
003,38141,Lym
003,38142,Gra
003,38143,Gra
003,38144,Gra
003,38145,F
003,38146,F
003,38147,F
003,38148,Lym
003,38149,F
003,38150,F
003,38151,Gra
003,38152,F
003,38153,H
003,38154,F
003,38155,H
003,38156,Gra
003,38159,G
003,38162,Gra
003,38164,H
003,38166,Gra
003,38167,Lym
003,38168,F
003,38169,Gra
003,38170,F
003,38171,F
003,38172,Mono
003,38173,F
003,38174,Gra
003,38175,Gra
003,38177,Gra
003,38178,F
003,38179,Gra
003,38181,Gra
003,38182,F
003,38183,F
003,38184,C
003,38186,F
003,38188,F
003,38189,F
003,38190,Gra
003,38191,Gra
003,38192,Gra
003,38193,Gra
003,38194,C
003,38195,Gra
003,38196,Gra
003,38197,Lym
003,38199,Lym
003,38200,Gra
003,38201,G
003,38202,H
003,38203,Mono
003,38204,C
003,38205,Gra
003,38206,Gra
003,38207,F
003,38208,Gra
003,38209,Gra
003,38210,Gra
003,38211,C
003,38212,F
003,38213,Gra
003,38215,F
003,38217,Gra
003,38219,C
003,38221,F
003,38222,F
003,38223,Lym
003,38224,C
003,38225,F
003,38226,F
003,38228,Gra
003,38229,Gra
003,38232,Gra
003,38233,Gra
003,38234,Gra
003,38237,Gra
003,38238,Lym
003,38239,Gra
003,38240,Lym
003,38241,Gra
003,38242,Gra
003,38243,F
003,38245,Gra
003,38247,Gra
003,38248,Gra
003,38250,Gra
003,38251,F
003,38252,F
003,38254,Gra
003,38255,F
003,38256,F
003,38257,F
003,38260,Lym
003,38262,F
003,38263,F
003,38264,Gra
003,38265,Gra
003,38266,F
003,38267,Gra
003,38269,Lym
003,38270,Lym
003,38272,C
003,38277,F
003,38278,F
003,38280,Gra
003,38281,Lym
003,38283,H
003,38284,Lym
003,38287,Gra
003,38290,Gra
003,38291,Gra
003,38292,Lym
003,38293,Gra
003,38294,F
003,38295,Mono
003,38297,Gra
003,38298,Gra
003,38300,Gra
003,38301,Gra
003,38302,G
003,38303,F
003,38306,F
003,38307,F
003,38308,G
003,38309,F
003,38311,H
003,38312,C
003,38313,Lym
003,38314,Gra
003,38315,Lym
003,38316,F
003,38317,Gra
003,38318,Gra
003,38319,F
003,38322,Gra
003,38323,Lym
003,38324,Gra
003,38326,F
003,38328,F
003,38329,Lym
003,38332,Lym
003,38333,Gra
003,38335,Lym
003,38336,F
003,38338,F
003,38339,Mono
003,38341,Gra
003,38342,Lym
003,38343,H
003,38344,F
003,38345,H
003,38346,Lym
003,38347,F
003,38348,Gra
003,38349,F
003,38350,Gra
003,38351,F
003,38353,H
003,38354,F
003,38357,Gra
003,38358,F
003,38359,Gra
003,38360,F
003,38361,F
003,38363,F
003,38366,F
003,38367,G
003,38368,F
003,38369,Lym
003,38370,G
003,38371,F
003,38373,Gra
003,38374,F
003,38375,F
003,38376,Gra
003,38377,H
003,38378,C
003,38380,C
003,38382,F
003,38383,Gra
003,38384,F
003,38385,Lym
003,38386,F
003,38388,F
003,38390,Gra
003,38391,F
003,38392,Lym
003,38394,C
003,38396,Gra
003,38397,Gra
003,38400,Lym
003,38401,F
003,38402,C
003,38403,F
003,38406,C
003,38408,H
003,38411,Lym
003,38412,Gra
003,38413,Gra
003,38414,F
003,38415,Lym
003,38416,F
003,38417,F
003,38418,H
003,38421,Gra
003,38423,G
003,38425,C
003,38426,Gra
003,38428,Gra
003,38429,Gra
003,38430,F
003,38431,F
003,38432,Gra
003,38433,Gra
003,38434,C
003,38436,F
003,38437,F
003,38438,H
003,38439,Gra
003,38441,Mono
003,38442,F
003,38443,H
003,38444,H
003,38445,Lym
003,38446,F
003,38447,Lym
003,38448,Gra
003,38450,Gra
003,38451,F
003,38452,Mono
003,38453,F
003,38455,C
003,38458,F
003,38459,Lym
003,38460,H
003,38461,F
003,38462,Lym
003,38463,Gra
003,38465,C
003,38469,Gra
003,38471,F
003,38473,F
003,38474,H
003,38475,Gra
003,38476,G
003,38477,Lym
003,38478,C
003,38479,F
003,38480,F
003,38481,Lym
003,38483,Gra
003,38484,F
003,38487,H
003,38490,F
003,38491,Gra
003,38492,F
003,38494,F
003,38495,Gra
003,38496,Gra
003,38497,F
003,38498,F
003,38499,Gra
003,38500,F
003,38501,Gra
003,38502,Lym
003,38503,Gra
003,38504,F
003,38505,C
003,38506,Gra
003,38507,Gra
003,38510,F
003,38514,F
003,38515,F
003,38516,Gra
003,38517,Gra
003,38518,Gra
003,38519,Gra
003,38520,Gra
003,38521,Gra
003,38525,Gra
003,38526,F
003,38527,G
003,38528,Lym
003,38530,C
003,38532,Lym
003,38533,F
003,38535,Gra
003,38537,Gra
003,38539,Lym
003,38541,F
003,38542,C
003,38543,H
003,38544,Lym
003,38545,Lym
003,38546,Gra
003,38549,Gra
003,38552,H
003,38553,F
003,38556,F
003,38557,Gra
003,38558,F
003,38559,Gra
003,38560,Gra
003,38561,Gra
003,38562,F
003,38564,C
003,38565,Gra
003,38566,Lym
003,38567,Gra
003,38568,F
003,38569,Gra
003,38570,C
003,38571,G
003,38575,Lym
003,38576,F
003,38577,F
003,38578,C
003,38579,Gra
003,38580,Lym
003,38581,C
003,38582,C
003,38583,Gra
003,38584,Gra
003,38586,Gra
003,38587,F
003,38588,C
003,38589,C
003,38591,Gra
003,38592,F
003,38593,F
003,38594,Gra
003,38595,Gra
003,38596,Gra
003,38599,F
003,38603,Gra
003,38605,Gra
003,38606,Gra
003,38607,H
003,38608,F
003,38609,C
003,38610,H
003,38611,Lym
003,38613,G
003,38614,F
003,38616,F
003,38618,C
003,38620,Gra
003,38621,Gra
003,38622,Lym
003,38624,Gra
003,38625,Lym
003,38626,Gra
003,38627,F
003,38628,H
003,38630,C
003,38631,C
003,38632,C
003,38634,H
003,38635,Gra
003,38636,Gra
003,38637,Gra
003,38638,Lym
003,38639,Gra
003,38640,Gra
003,38641,H
003,38643,Gra
003,38644,Gra
003,38645,Gra
003,38646,Gra
003,38647,Gra
003,38648,F
003,38649,F
003,38651,C
003,38652,Lym
003,38655,C
003,38656,Lym
003,38658,Gra
003,38659,Gra
003,38660,C
003,38661,Gra
003,38663,Gra
003,38666,G
003,38667,Gra
003,38668,Gra
003,38669,F
003,38670,F
003,38672,Gra
003,38675,Mono
003,38676,Gra
003,38677,Gra
003,38678,Gra
003,38683,H
003,38686,H
003,38687,Gra
003,38689,Lym
003,38690,F
003,38692,Lym
003,38693,Lym
003,38695,Gra
003,38697,Mono
003,38698,Gra
003,38700,C
003,38703,G
003,38706,Gra
003,38709,Gra
003,38710,G
003,38711,Gra
003,38712,F
003,38713,Lym
003,38714,Gra
003,38715,Gra
003,38716,Gra
003,38717,Gra
003,38718,Gra
003,38719,C
003,38721,H
003,38723,Gra
003,38724,C
003,38725,C
003,38727,Gra
003,38729,Gra
003,38731,Gra
003,38732,C
003,38734,F
003,38735,Gra
003,38736,G
003,38738,Lym
003,38739,C
003,38742,Gra
003,38743,Gra
003,38745,Lym
003,38746,F
003,38748,H
003,38749,Lym
003,38750,Lym
003,38751,Gra
003,38752,Lym
003,38753,Gra
003,38756,C
003,38757,C
003,38758,Gra
003,38759,Lym
003,38760,Gra
003,38761,F
003,38762,Gra
003,38763,Gra
003,38765,Lym
003,38766,H
003,38768,F
003,38769,G
003,38770,Gra
003,38771,Gra
003,38772,Lym
003,38773,Gra
003,38776,F
003,38777,Lym
003,38778,Gra
003,38779,Lym
003,38780,C
003,38781,F
003,38782,Lym
